"age","degree","familiarity","confidence","redistribution","gender_female","gender_male","gender_other","field_of_study_econ","field_of_study_engineer","field_of_study_law","field_of_study_med","field_of_study_na","field_of_study_natural","field_of_study_other","field_of_study_other_social","field_of_study_politics","field_of_study_psych","employment_full","employment_no","employment_part","self_x","self_y","self_z_mis","other_x","other_y","other_z_mis","trust"
36,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,640,560,780,410,790,270,1
36,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,870,870,1010,140,520,0,1
36,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,780,420,920,540,660,400,1
36,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,670,530,810,420,780,280,1
36,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,940,800,1080,150,510,10,1
36,3,4,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,720,480,860,750,450,610,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,620,580,760,410,790,270,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1010,730,1150,190,470,50,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1060,680,1200,330,330,190,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,740,460,880,460,740,320,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,710,490,850,440,760,300,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,790,410,930,600,600,460,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,470,190,610,730,1010,590,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,440,220,580,710,1030,570,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,890,850,1030,140,520,0,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,520,140,660,870,870,730,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,930,810,1070,510,150,370,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,980,760,1120,170,490,30,0
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,390,270,530,1050,690,910,1
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,660,540,800,780,420,640,0
44,1,3,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,350,310,490,680,1060,540,0
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,940,800,1080,150,510,10,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,990,750,1130,480,180,340,0
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,870,870,1010,140,520,0,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,640,560,780,410,790,270,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,510,150,650,810,930,670,0
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,330,330,470,680,1060,540,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,400,260,540,690,1050,550,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,370,290,510,680,1060,540,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1050,690,1190,270,390,130,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,450,210,590,1020,720,880,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,910,830,1050,140,520,0,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,600,600,740,410,790,270,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,670,530,810,420,780,280,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,780,420,920,540,660,400,1
53,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,720,480,860,750,450,610,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,940,800,1080,150,510,10,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,720,480,860,750,450,610,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,780,420,920,540,660,400,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,400,260,540,690,1050,550,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,640,560,780,410,790,270,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,330,330,470,680,1060,540,0
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,870,870,1010,140,520,0,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,450,210,590,1020,720,880,0
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,990,750,1130,480,180,340,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,600,600,740,410,790,270,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,370,290,510,680,1060,540,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,510,150,650,810,930,670,0
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1050,690,1190,270,390,130,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,670,530,810,420,780,280,1
32,2,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,910,830,1050,140,520,0,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,370,290,510,680,1060,540,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,400,260,540,690,1050,550,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,870,870,1010,140,520,0,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,990,750,1130,480,180,340,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,670,530,810,420,780,280,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,720,480,860,750,450,610,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,450,210,590,1020,720,880,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,940,800,1080,150,510,10,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,640,560,780,410,790,270,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,600,600,740,410,790,270,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,330,330,470,680,1060,540,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1050,690,1190,270,390,130,1
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,510,150,650,810,930,670,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,780,420,920,540,660,400,0
50,1,3,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,910,830,1050,140,520,0,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,660,540,800,780,420,640,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,440,220,580,710,1030,570,0
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1060,680,1200,330,330,190,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,350,310,490,680,1060,540,0
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,980,760,1120,170,490,30,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,890,850,1030,140,520,0,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,790,410,930,600,600,460,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,390,270,530,1050,690,910,0
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,740,460,880,460,740,320,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1010,730,1150,190,470,50,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,710,490,850,440,760,300,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,620,580,760,410,790,270,1
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,470,190,610,730,1010,590,0
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,520,140,660,870,870,730,0
32,2,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,930,810,1070,510,150,370,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,470,190,610,730,1010,590,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,710,490,850,440,760,300,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,660,540,800,780,420,640,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1010,730,1150,190,470,50,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,930,810,1070,510,150,370,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,980,760,1120,170,490,30,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,790,410,930,600,600,460,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,350,310,490,680,1060,540,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1060,680,1200,330,330,190,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,440,220,580,710,1030,570,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,520,140,660,870,870,730,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,740,460,880,460,740,320,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,620,580,760,410,790,270,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,890,850,1030,140,520,0,1
35,2,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,390,270,530,1050,690,910,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,740,460,880,460,740,320,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,980,760,1120,170,490,30,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,620,580,760,410,790,270,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,890,850,1030,140,520,0,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,790,410,930,600,600,460,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,660,540,800,780,420,640,0
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,440,220,580,710,1030,570,0
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,350,310,490,680,1060,540,0
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,930,810,1070,510,150,370,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1010,730,1150,190,470,50,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1060,680,1200,330,330,190,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,470,190,610,730,1010,590,0
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,710,490,850,440,760,300,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,390,270,530,1050,690,910,1
48,2,4,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,520,140,660,870,870,730,0
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,600,600,740,410,790,270,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,870,870,1010,140,520,0,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,990,750,1130,480,180,340,0
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,720,480,860,750,450,610,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,940,800,1080,150,510,10,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,400,260,540,690,1050,550,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,670,530,810,420,780,280,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,330,330,470,680,1060,540,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,780,420,920,540,660,400,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,450,210,590,1020,720,880,0
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1050,690,1190,270,390,130,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,910,830,1050,140,520,0,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,370,290,510,680,1060,540,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,510,150,650,810,930,670,1
50,3,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,640,560,780,410,790,270,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,640,560,780,410,790,270,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1050,690,1190,270,390,130,0
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,510,150,650,810,930,670,0
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,780,420,920,540,660,400,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,330,330,470,680,1060,540,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,670,530,810,420,780,280,0
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,370,290,510,680,1060,540,0
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,870,870,1010,140,520,0,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,940,800,1080,150,510,10,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,910,830,1050,140,520,0,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,450,210,590,1020,720,880,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,990,750,1130,480,180,340,0
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,720,480,860,750,450,610,0
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,600,600,740,410,790,270,1
46,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,400,260,540,690,1050,550,0
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,620,580,760,410,790,270,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1060,680,1200,330,330,190,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,890,850,1030,140,520,0,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,930,810,1070,510,150,370,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1010,730,1150,190,470,50,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,710,490,850,440,760,300,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,790,410,930,600,600,460,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,440,220,580,710,1030,570,0
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,520,140,660,870,870,730,0
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,470,190,610,730,1010,590,0
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,350,310,490,680,1060,540,0
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,740,460,880,460,740,320,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,660,540,800,780,420,640,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,980,760,1120,170,490,30,1
49,2,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,390,270,530,1050,690,910,0
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,720,480,860,750,450,610,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,330,330,470,680,1060,540,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,910,830,1050,140,520,0,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,400,260,540,690,1050,550,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,990,750,1130,480,180,340,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,670,530,810,420,780,280,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,640,560,780,410,790,270,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,450,210,590,1020,720,880,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,600,600,740,410,790,270,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,370,290,510,680,1060,540,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,780,420,920,540,660,400,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,510,150,650,810,930,670,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,870,870,1010,140,520,0,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,940,800,1080,150,510,10,1
37,2,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1050,690,1190,270,390,130,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,390,270,530,1050,690,910,0
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,740,460,880,460,740,320,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,710,490,850,440,760,300,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,520,140,660,870,870,730,0
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,660,540,800,780,420,640,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,790,410,930,600,600,460,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1010,730,1150,190,470,50,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,440,220,580,710,1030,570,0
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,980,760,1120,170,490,30,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,890,850,1030,140,520,0,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,470,190,610,730,1010,590,0
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1060,680,1200,330,330,190,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,350,310,490,680,1060,540,0
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,620,580,760,410,790,270,1
26,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,930,810,1070,510,150,370,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,720,480,860,750,450,610,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,870,870,1010,140,520,0,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,600,600,740,410,790,270,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1050,690,1190,270,390,130,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,670,530,810,420,780,280,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,400,260,540,690,1050,550,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,940,800,1080,150,510,10,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,780,420,920,540,660,400,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,990,750,1130,480,180,340,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,330,330,470,680,1060,540,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,450,210,590,1020,720,880,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,910,830,1050,140,520,0,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,510,150,650,810,930,670,1
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,370,290,510,680,1060,540,0
34,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,640,560,780,410,790,270,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,350,310,490,680,1060,540,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,390,270,530,1050,690,910,0
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,930,810,1070,510,150,370,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,660,540,800,780,420,640,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1010,730,1150,190,470,50,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,520,140,660,870,870,730,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1060,680,1200,330,330,190,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,470,190,610,730,1010,590,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,440,220,580,710,1030,570,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,620,580,760,410,790,270,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,790,410,930,600,600,460,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,890,850,1030,140,520,0,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,980,760,1120,170,490,30,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,710,490,850,440,760,300,1
30,1,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,740,460,880,460,740,320,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,670,530,810,420,780,280,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,940,800,1080,150,510,10,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,780,420,920,540,660,400,0
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,910,830,1050,140,520,0,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,370,290,510,680,1060,540,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,870,870,1010,140,520,0,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,720,480,860,750,450,610,0
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,600,600,740,410,790,270,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,400,260,540,690,1050,550,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,330,330,470,680,1060,540,0
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,990,750,1130,480,180,340,0
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,450,210,590,1020,720,880,1
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,640,560,780,410,790,270,0
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,510,150,650,810,930,670,0
24,2,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1050,690,1190,270,390,130,0
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1010,730,1150,190,470,50,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,620,580,760,410,790,270,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1060,680,1200,330,330,190,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,660,540,800,780,420,640,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,390,270,530,1050,690,910,0
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,710,490,850,440,760,300,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,890,850,1030,140,520,0,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,440,220,580,710,1030,570,0
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,520,140,660,870,870,730,0
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,930,810,1070,510,150,370,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,980,760,1120,170,490,30,1
49,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,790,410,930,600,600,460,1
